hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	1.275987662745835	0.34655396805216077	1	FALSE
HALLMARK_ALLOGRAFT_REJECTION	1.784640685908975	0.22779487572149545	1	FALSE
HALLMARK_ANDROGEN_RESPONSE	0.5895848463204568	0.638866484732943	1	FALSE
HALLMARK_ANGIOGENESIS	0.869130180037884	0.49592140707923626	1	FALSE
HALLMARK_APICAL_JUNCTION	0.3085440168589595	0.8187984206658762	1	FALSE
HALLMARK_APICAL_SURFACE	2.600029006407958	0.12447048015898825	1	FALSE
HALLMARK_APOPTOSIS	0.8647576214180399	0.49787828678571955	1	FALSE
HALLMARK_BILE_ACID_METABOLISM	0.6292662141296943	0.6162918338866441	1	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.45687933108758083	0.7198269437474447	1	FALSE
HALLMARK_COAGULATION	1.0823518486979005	0.41009493571003275	1	FALSE
HALLMARK_COMPLEMENT	0.7126301361385623	0.5713673060169046	1	FALSE
HALLMARK_DNA_REPAIR	5.544892998893041	0.023533080455623474	1	FALSE
HALLMARK_E2F_TARGETS	6.353799516215174	0.016415477920699226	0.8207738960349613	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3770682500121291	0.77219614535543	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	5.147344457299501	0.028440306233586253	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	1.8417187780601112	0.2177755425980213	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	0.3114450095386952	0.8168043215933907	1	FALSE
HALLMARK_G2M_CHECKPOINT	5.12816821556542	0.02870780037845389	1	FALSE
HALLMARK_GLYCOLYSIS	0.8547868279908053	0.5023720298242629	1	FALSE
HALLMARK_HEDGEHOG_SIGNALING	0.5180853340265283	0.6814662552853606	1	FALSE
HALLMARK_HEME_METABOLISM	1.0313306987375037	0.4290008698209636	1	FALSE
HALLMARK_HYPOXIA	1.5623765178232576	0.2725011344419849	1	FALSE
HALLMARK_IL2_STAT5_SIGNALING	2.0017939069955606	0.19239351914863265	1	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.470227964842528	0.13632092374489194	1	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	1.6531165685824993	0.2530797398471298	1	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.9246671301799316	0.47178531532385726	1	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.1245524699665297	0.39517351343694046	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	4.326669504313652	0.04333061629837463	1	FALSE
HALLMARK_KRAS_SIGNALING_UP	4.815035002939566	0.03355346289275674	1	FALSE
HALLMARK_MITOTIC_SPINDLE	2.863138937486697	0.10409931657056598	1	FALSE
HALLMARK_MTORC1_SIGNALING	1.6813158561128323	0.24738517810866195	1	FALSE
HALLMARK_MYC_TARGETS_V1	4.085034811388659	0.04947626747424257	1	FALSE
HALLMARK_MYC_TARGETS_V2	3.3366976507733055	0.07680699891331486	1	FALSE
HALLMARK_MYOGENESIS	4.162695386582211	0.04738947583117241	1	FALSE
HALLMARK_NOTCH_SIGNALING	1.035895849958031	0.4272695397668579	1	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.0553314184453972	0.1847159019351122	1	FALSE
HALLMARK_P53_PATHWAY	1.0259695298373117	0.43104423087488275	1	FALSE
HALLMARK_PANCREAS_BETA_CELLS	2.037372360099963	0.18724910274262188	1	FALSE
HALLMARK_PEROXISOME	0.628003664051694	0.616998248932097	1	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	3.2141093166940857	0.08292559026695143	1	FALSE
HALLMARK_PROTEIN_SECRETION	1.2812737863185097	0.34498682977833994	1	FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.21990323672408904	0.8799238987459039	1	FALSE
HALLMARK_SPERMATOGENESIS	2.836262950947478	0.1059817401040618	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	1.5174840328322454	0.2827665985200801	1	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	4.689419334794636	0.03578087365826275	1	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.4480836871764147	0.29955776815253543	1	FALSE
HALLMARK_UV_RESPONSE_DN	0.8465454455745897	0.5061195326434702	1	FALSE
HALLMARK_UV_RESPONSE_UP	2.3105587816716087	0.15285829576034135	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	5.234767586665139	0.027259392919554468	1	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	0.6775211954649414	0.5898758158303412	1	FALSE
