hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	12.284249951947416	9.665212986835044e-9	4.832606493417523e-7	TRUE
HALLMARK_ALLOGRAFT_REJECTION	3.635948487360781	0.007264645306609596	0.3632322653304798	FALSE
HALLMARK_ANDROGEN_RESPONSE	5.944504221414099	1.735708966687596e-4	0.00867854483343798	TRUE
HALLMARK_ANGIOGENESIS	1.347897942107112	0.2545230869386159	1	FALSE
HALLMARK_APICAL_JUNCTION	2.1026514696488956	0.08287683562264245	1	FALSE
HALLMARK_APICAL_SURFACE	2.0393382047632156	0.09134061299108044	1	FALSE
HALLMARK_APOPTOSIS	3.2326039209177635	0.01391207894792591	0.6956039473962955	FALSE
HALLMARK_BILE_ACID_METABOLISM	13.313362694509069	2.148767053700648e-9	1.0743835268503241e-7	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	4.308138548886431	0.0024472598394856505	0.12236299197428252	FALSE
HALLMARK_COAGULATION	0.551931214736498	0.6978784332542121	1	FALSE
HALLMARK_COMPLEMENT	1.8076365425424301	0.12985725646284113	1	FALSE
HALLMARK_DNA_REPAIR	8.117928171776073	5.476081477357422e-6	2.738040738678711e-4	TRUE
HALLMARK_E2F_TARGETS	1.1811823167892148	0.3211155033547894	1	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.5494502969091928	0.699681687513801	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	2.9908740523909656	0.02049192589570955	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	1.5375456160824856	0.1937713929974919	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	11.192498134828567	4.8948973606120066e-8	2.4474486803060034e-6	TRUE
HALLMARK_G2M_CHECKPOINT	1.0862952432306658	0.3651666456397321	1	FALSE
HALLMARK_GLYCOLYSIS	3.7590178209434866	0.005954538873710066	0.2977269436855033	FALSE
HALLMARK_HEDGEHOG_SIGNALING	1.924198054244184	0.10888349408418688	1	FALSE
HALLMARK_HEME_METABOLISM	9.411849572981845	7.325404246525965e-7	3.6627021232629824e-5	TRUE
HALLMARK_HYPOXIA	2.5512578390425356	0.041182127023068865	1	FALSE
HALLMARK_IL2_STAT5_SIGNALING	2.5503204812899516	0.04124299874852808	1	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.515085998389851	0.04359577933287931	1	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	0.8601526304601783	0.4893108962318883	1	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	4.407811395476068	0.0020821643023962305	0.10410821511981153	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	3.599010120719673	0.007711105325898036	0.38555526629490183	FALSE
HALLMARK_KRAS_SIGNALING_DN	1.220461234735938	0.3042196474411608	1	FALSE
HALLMARK_KRAS_SIGNALING_UP	1.323202461022294	0.2635625745427425	1	FALSE
HALLMARK_MITOTIC_SPINDLE	3.9495433330300087	0.004375002451246053	0.21875012256230264	FALSE
HALLMARK_MTORC1_SIGNALING	2.935661026583838	0.022380529213558372	1	FALSE
HALLMARK_MYC_TARGETS_V1	1.614463798645075	0.17311660448808547	1	FALSE
HALLMARK_MYC_TARGETS_V2	2.6347952035025335	0.03609503634841345	1	FALSE
HALLMARK_MYOGENESIS	0.6564077142213003	0.6231860610598232	1	FALSE
HALLMARK_NOTCH_SIGNALING	9.815646205770195	3.9405204041397915e-7	1.9702602020698957e-5	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	8.796866534839374	1.8968937202551074e-6	9.484468601275537e-5	TRUE
HALLMARK_P53_PATHWAY	3.0024762859255563	0.0201154869059571	1	FALSE
HALLMARK_PANCREAS_BETA_CELLS	5.143457494448929	6.3231469397172e-4	0.031615734698586	FALSE
HALLMARK_PEROXISOME	15.866160186446237	5.727006490854649e-11	2.8635032454273246e-9	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	7.40137322869623	1.6944539720236106e-5	8.472269860118054e-4	TRUE
HALLMARK_PROTEIN_SECRETION	10.479207790935085	1.4341878833823118e-7	7.170939416911559e-6	TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	3.863929530822087	0.005025217398045529	0.2512608699022765	FALSE
HALLMARK_SPERMATOGENESIS	1.241212269560659	0.2956011016566958	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	5.493471662992044	3.591050976530246e-4	0.01795525488265123	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.5339427050488552	0.7109724243009863	1	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	3.827034802042035	0.005334298694438178	0.26671493472190894	FALSE
HALLMARK_UV_RESPONSE_DN	7.812017609974753	8.857971161553186e-6	4.428985580776593e-4	TRUE
HALLMARK_UV_RESPONSE_UP	1.9933819492799683	0.09799362487668609	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	3.5451062800734694	0.008411955184649244	0.42059775923246223	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	5.609257620212438	2.9789368415788906e-4	0.014894684207894453	FALSE
