hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	2.0490806890804643	0.156377332981821	1	FALSE
HALLMARK_ALLOGRAFT_REJECTION	0.038070408249923776	0.9627183999311894	1	FALSE
HALLMARK_ANDROGEN_RESPONSE	1.1242585806872514	0.3455709629872934	1	FALSE
HALLMARK_ANGIOGENESIS	0.008606242412449554	0.9914345478335809	1	FALSE
HALLMARK_APICAL_JUNCTION	0.3007063595988356	0.7437537435166659	1	FALSE
HALLMARK_APICAL_SURFACE	1.8107645656535645	0.19063410747240994	1	FALSE
HALLMARK_APOPTOSIS	0.07738308249446926	0.9258253970301054	1	FALSE
HALLMARK_BILE_ACID_METABOLISM	2.003607765974326	0.16234937822808185	1	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.5751983754050362	0.5720908397042357	1	FALSE
HALLMARK_COAGULATION	0.08285157614354467	0.9208184547409273	1	FALSE
HALLMARK_COMPLEMENT	9.38388624138777e-4	0.9990620978242191	1	FALSE
HALLMARK_DNA_REPAIR	0.17302614542391404	0.8424261019472808	1	FALSE
HALLMARK_E2F_TARGETS	0.3039746935618172	0.7414016110458261	1	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.003993746085044225	0.9960150542069526	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.4158328150733025	0.6656514622289469	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	0.2281857758199806	0.7981263004371348	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	1.1310274863725904	0.34348633224251335	1	FALSE
HALLMARK_G2M_CHECKPOINT	0.18611671310186562	0.8316720785329413	1	FALSE
HALLMARK_GLYCOLYSIS	0.28207838975926575	0.7573182662302818	1	FALSE
HALLMARK_HEDGEHOG_SIGNALING	1.1790781388158038	0.32908151636743477	1	FALSE
HALLMARK_HEME_METABOLISM	1.4964496257420037	0.2491584405184597	1	FALSE
HALLMARK_HYPOXIA	0.3462655987788713	0.7116960549702511	1	FALSE
HALLMARK_IL2_STAT5_SIGNALING	0.12554552250075207	0.882741213811371	1	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.058086588938877845	0.943735136611537	1	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	0.24228593477437632	0.787219724367856	1	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.060536909346598174	0.9414398268018831	1	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.034475720486877755	0.9661720888507547	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	1.9120744990247385	0.1751501720370652	1	FALSE
HALLMARK_KRAS_SIGNALING_UP	0.0031716462755915164	0.9968339057263497	1	FALSE
HALLMARK_MITOTIC_SPINDLE	0.09510035485388577	0.9097117355033159	1	FALSE
HALLMARK_MTORC1_SIGNALING	0.2479136675795182	0.7829127132106035	1	FALSE
HALLMARK_MYC_TARGETS_V1	0.4143154435535798	0.6666199233642938	1	FALSE
HALLMARK_MYC_TARGETS_V2	0.04530049207688751	0.9558131573611465	1	FALSE
HALLMARK_MYOGENESIS	0.22825632041087712	0.7980713197000985	1	FALSE
HALLMARK_NOTCH_SIGNALING	0.8760739431775757	0.4325737875490737	1	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.430470073925327	0.656388682037208	1	FALSE
HALLMARK_P53_PATHWAY	0.09411299374754571	0.9106015276099453	1	FALSE
HALLMARK_PANCREAS_BETA_CELLS	0.04306181104170876	0.9579453877131425	1	FALSE
HALLMARK_PEROXISOME	1.6022097049075887	0.22750172847446792	1	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.17794741082339136	0.8383653116962866	1	FALSE
HALLMARK_PROTEIN_SECRETION	1.2921494177827353	0.2977479154830125	1	FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.9321281632869319	0.4109902962392294	1	FALSE
HALLMARK_SPERMATOGENESIS	0.4875947589691682	0.6215779199495561	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	0.6095334595824581	0.5538965592432645	1	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.12748110410707073	0.8810566604814954	1	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.2178982140738552	0.806189177917835	1	FALSE
HALLMARK_UV_RESPONSE_DN	0.623030115306994	0.5469205302759126	1	FALSE
HALLMARK_UV_RESPONSE_UP	0.7380530793481239	0.4912574735394878	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.5432639936102638	0.5896073707012184	1	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	1.660569707829872	0.21644810538600395	1	FALSE
