hallmark_name	comparison	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	Progressive-Diagnosis	-0.0015191733967478225	0.9999999981294247	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Recurrence-Diagnosis	0.0810243942981778	0.7786233593401377	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Deceased-Diagnosis	-0.2373871596808168	0.01913738785088559	0.9568693925442795	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Second Malignancy-Diagnosis	0.05950916691121225	0.99533039750174	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Unavailable-Diagnosis	-3.7226482087271244e-4	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Recurrence-Progressive	0.08254356769492563	0.8575503692028303	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Deceased-Progressive	-0.235867986284069	0.05140638443061951	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Second Malignancy-Progressive	0.061028340307960074	0.9957866692242086	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Unavailable-Progressive	0.00114690857587511	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Deceased-Recurrence	-0.3184115539789946	0.0034624269153367138	0.1731213457668357	TRUE	FALSE
HALLMARK_ADIPOGENESIS	Second Malignancy-Recurrence	-0.021515227386965555	0.9999761744506896	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Unavailable-Recurrence	-0.08139665911905052	0.9997839000778307	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Second Malignancy-Deceased	0.2968963265920291	0.1967034399477473	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Unavailable-Deceased	0.2370148948599441	0.9682633469012338	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Unavailable-Second Malignancy	-0.05988143173208496	0.9999629951545141	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Progressive-Diagnosis	0.04478864689331824	0.760887931850951	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Recurrence-Diagnosis	0.029765490538149253	0.9620870503948675	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Deceased-Diagnosis	-0.043200398024338005	0.915776808423805	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Second Malignancy-Diagnosis	0.1307454745691377	0.3680179806980206	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Unavailable-Diagnosis	0.267483830038074	0.6194808799813241	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Recurrence-Progressive	-0.015023156355168987	0.9991856962082566	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Deceased-Progressive	-0.08798904491765625	0.44272821793710104	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Second Malignancy-Progressive	0.08595682767581947	0.8210302775483735	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Unavailable-Progressive	0.22269518314475578	0.7862441772832424	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Deceased-Recurrence	-0.07296588856248726	0.6843477748082449	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Second Malignancy-Recurrence	0.10097998403098846	0.714754593023285	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Unavailable-Recurrence	0.23771833949992477	0.7386627524738418	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Second Malignancy-Deceased	0.17394587259347571	0.19072524028096816	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Unavailable-Deceased	0.310684228062412	0.4764237167263672	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Unavailable-Second Malignancy	0.1367383554689363	0.9744655052583296	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Progressive-Diagnosis	0.02679190688636844	0.9952687580352031	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Recurrence-Diagnosis	0.049840678775002575	0.9461122860501211	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Deceased-Diagnosis	-0.15738089463155813	0.16996074905022962	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Second Malignancy-Diagnosis	0.05550577923356326	0.9943733726242197	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Unavailable-Diagnosis	0.11896149146704314	0.9975604515976233	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Recurrence-Progressive	0.023048771888634134	0.9992001507337163	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Deceased-Progressive	-0.1841728015179266	0.12932322676246244	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Second Malignancy-Progressive	0.028713872347194816	0.999813355196135	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Unavailable-Progressive	0.0921695845806747	0.9993120683515462	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Deceased-Recurrence	-0.20722157340656072	0.07852162115205619	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Second Malignancy-Recurrence	0.005665100458560682	0.999999947031958	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Unavailable-Recurrence	0.06912081269204057	0.9998343407264196	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Second Malignancy-Deceased	0.2128866738651214	0.43928634721990145	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Unavailable-Deceased	0.2763423860986013	0.9063721955026066	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Unavailable-Second Malignancy	0.06345571223347989	0.9999152495919701	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Progressive-Diagnosis	0.0018734816522760211	0.9999999969886948	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Recurrence-Diagnosis	0.0981924096381041	0.7166311048978432	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Deceased-Diagnosis	0.013687726793213784	0.9999826102007826	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Second Malignancy-Diagnosis	0.21489365352798068	0.550215019077887	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Unavailable-Diagnosis	0.4632826179525979	0.7199891698330021	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Recurrence-Progressive	0.09631892798582808	0.8356347081187055	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Deceased-Progressive	0.011814245140937762	0.999995074709531	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Second Malignancy-Progressive	0.21302017187570466	0.6102161022695003	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Unavailable-Progressive	0.4614091363003219	0.7297750942984388	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Deceased-Recurrence	-0.08450468284489032	0.9500714002983603	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Second Malignancy-Recurrence	0.11670124388987657	0.9570619987572844	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Unavailable-Recurrence	0.3650902083144938	0.8805219141128303	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Second Malignancy-Deceased	0.2012059267347669	0.7301904382413635	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Unavailable-Deceased	0.4495948911593841	0.7605516033001659	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Unavailable-Second Malignancy	0.24838896442461722	0.9802821503053498	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Progressive-Diagnosis	0.014575176540841853	0.9990880978033166	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Recurrence-Diagnosis	0.016978407441007107	0.998674999499114	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Deceased-Diagnosis	-0.04696610797612162	0.9398487294535562	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Second Malignancy-Diagnosis	0.06997297065682509	0.9488379644495823	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Unavailable-Diagnosis	0.3651446801230184	0.4603864167966375	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Recurrence-Progressive	0.002403230900165254	0.9999999602857903	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Deceased-Progressive	-0.061541284516963474	0.8853357166702416	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Second Malignancy-Progressive	0.055397794115983244	0.984875517506234	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Unavailable-Progressive	0.3505695035821765	0.5157280282831953	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Deceased-Recurrence	-0.06394451541712873	0.8852436742232905	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Second Malignancy-Recurrence	0.05299456321581799	0.988610132972767	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Unavailable-Recurrence	0.3481662726820112	0.5269520286125446	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Second Malignancy-Deceased	0.11693907863294672	0.7732791705201759	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Unavailable-Deceased	0.41211078809914	0.34337234489489776	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Unavailable-Second Malignancy	0.29517170946619326	0.7397635721510858	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Progressive-Diagnosis	0.02167612424265323	0.9963889541708412	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Recurrence-Diagnosis	0.05123735522605215	0.8889585833572548	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Deceased-Diagnosis	-0.14647714110573007	0.10709761825548214	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Second Malignancy-Diagnosis	0.10919676083717708	0.8152415791993533	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Unavailable-Diagnosis	0.347579914060304	0.634964571007288	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Recurrence-Progressive	0.02956123098339892	0.9945071772698126	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Deceased-Progressive	-0.1681532653483833	0.08757457970832716	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Second Malignancy-Progressive	0.08752063659452385	0.932680189676039	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Unavailable-Progressive	0.3259037898176507	0.7032374054806129	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Deceased-Recurrence	-0.1977144963317822	0.0343020093362707	1	FALSE	FALSE
