hallmark_name	term	comparison	null.value	pathway_score_difference	conf.low	conf.high	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	tumor_descriptor	Progressive-Deceased	0	0.4034716517195487	0.051634666378346405	0.7553086370607509	0.024563985069901095	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	tumor_descriptor	Diagnosis-Deceased	0	0.43199501489167913	0.19743702466421095	0.6665530051191473	8.417531375528586e-4	0.04208765687764293	TRUE	FALSE
HALLMARK_ADIPOGENESIS	tumor_descriptor	Diagnosis-Progressive	0	0.028523363172130445	-0.3002166444367483	0.35726337078100917	0.971543281858739	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	tumor_descriptor	Diagnosis-Deceased	0	0.10996841464340562	0.007315275019649972	0.21262155426716128	0.03548770947759072	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	tumor_descriptor	Progressive-Deceased	0	0.12311999827314285	-0.030859711162490616	0.27709970770877634	0.1260452501747681	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	tumor_descriptor	Progressive-Diagnosis	0	0.013151583629737229	-0.1307198481993919	0.15702301545886635	0.9684717817103103	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	tumor_descriptor	Diagnosis-Deceased	0	0.31321920560637945	0.010449542738799333	0.6159888684739596	0.04237811959081017	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	tumor_descriptor	Progressive-Deceased	0	0.43732062521857107	-0.016833869082799102	0.8914751195199413	0.05962328825364249	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	tumor_descriptor	Progressive-Diagnosis	0	0.12410141961219161	-0.30023927830350056	0.5484421175278837	0.7259368149821473	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	tumor_descriptor	Diagnosis-Deceased	0	0.080145415009102	-0.30673521125918923	0.4670260412773932	0.8497756899065627	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	tumor_descriptor	Progressive-Deceased	0	0.1499506906101284	-0.4303702487923085	0.7302716300125653	0.7776843418796306	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	tumor_descriptor	Progressive-Diagnosis	0	0.0698052756010264	-0.47241944204695047	0.6120299932490032	0.9385883784132433	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	tumor_descriptor	Diagnosis-Deceased	0	0.17719780987077735	-0.0176675902621182	0.37206321000367293	0.07663784280486707	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	tumor_descriptor	Progressive-Deceased	0	0.1796337652140518	-0.11266433498529152	0.47193186541339516	0.27136205880972575	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	tumor_descriptor	Progressive-Diagnosis	0	0.002435955343274454	-0.2706737053434987	0.2755456160300476	0.9996942617808477	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	tumor_descriptor	Progressive-Deceased	0	0.07537976156282743	-0.15812715004647315	0.308886673172128	0.6783553472025676	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	tumor_descriptor	Diagnosis-Deceased	0	0.14751360837040917	-0.008157666035791211	0.30318488277660954	0.06409268386818712	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	tumor_descriptor	Diagnosis-Progressive	0	0.07213384680758174	-0.1460440796111671	0.29031177322633056	0.6660027006612703	1	FALSE	FALSE
HALLMARK_APOPTOSIS	tumor_descriptor	Diagnosis-Deceased	0	0.21986881600088576	-0.017930033312797133	0.45766766531456865	0.07138254059560933	1	FALSE	FALSE
HALLMARK_APOPTOSIS	tumor_descriptor	Progressive-Deceased	0	0.3007725862205397	-0.05592568774998463	0.657470860191064	0.10373879093629457	1	FALSE	FALSE
HALLMARK_APOPTOSIS	tumor_descriptor	Progressive-Diagnosis	0	0.08090377021965398	-0.2523783978998445	0.4141859383391524	0.8005660005778896	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	tumor_descriptor	Progressive-Deceased	0	0.3454941523635008	-0.027709268627450656	0.7186975733544523	0.07099948769550457	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	tumor_descriptor	Diagnosis-Deceased	0	0.3649105873310059	0.11610830667037159	0.6137128679916402	0.005083991256399578	0.2541995628199789	TRUE	FALSE
HALLMARK_BILE_ACID_METABOLISM	tumor_descriptor	Diagnosis-Progressive	0	0.019416434967505114	-0.32928736982790724	0.36812023976291747	0.988164555418657	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	tumor_descriptor	Progressive-Deceased	0	0.19400537305807258	-0.23619061552654685	0.624201361642692	0.4789920401233404	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	tumor_descriptor	Diagnosis-Deceased	0	0.33867738203597997	0.05188005631290027	0.6254747077590597	0.020776617841322675	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	tumor_descriptor	Diagnosis-Progressive	0	0.14467200897790736	-0.25728298283021356	0.5466270007860283	0.6194924302479359	1	FALSE	FALSE
HALLMARK_COAGULATION	tumor_descriptor	Diagnosis-Deceased	0	0.13960599996926698	-0.02237272703231788	0.3015847269708518	0.09532271439482876	1	FALSE	FALSE
HALLMARK_COAGULATION	tumor_descriptor	Progressive-Deceased	0	0.15963082217545954	-0.08333726832691771	0.40259891267783676	0.2298577810462007	1	FALSE	FALSE
HALLMARK_COAGULATION	tumor_descriptor	Progressive-Diagnosis	0	0.020024822206192575	-0.20699318683855633	0.2470428312509415	0.9706057459111461	1	FALSE	FALSE
HALLMARK_COMPLEMENT	tumor_descriptor	Diagnosis-Deceased	0	0.2356444425859975	0.048035598743380176	0.4232532864286148	0.014350414463878303	0.7175207231939151	FALSE	FALSE
HALLMARK_COMPLEMENT	tumor_descriptor	Progressive-Deceased	0	0.301380065329504	0.019966799565578064	0.5827933310934299	0.03554108498579345	1	FALSE	FALSE
HALLMARK_COMPLEMENT	tumor_descriptor	Progressive-Diagnosis	0	0.06573562274350653	-0.19720375822793096	0.328675003714944	0.7900374315623369	1	FALSE	FALSE
HALLMARK_DNA_REPAIR	tumor_descriptor	Progressive-Deceased	0	0.2479072145426616	-0.2352172473073599	0.7310316763926831	0.3916739552935955	1	FALSE	FALSE
HALLMARK_DNA_REPAIR	tumor_descriptor	Diagnosis-Deceased	0	0.2847571067256778	-0.037325867841003224	0.6068400812923588	0.08610598902417088	1	FALSE	FALSE
HALLMARK_DNA_REPAIR	tumor_descriptor	Diagnosis-Progressive	0	0.03684989218301615	-0.414558987160893	0.4882587715269253	0.9747621354141907	1	FALSE	FALSE
HALLMARK_E2F_TARGETS	tumor_descriptor	Diagnosis-Deceased	0	0.06653488748020997	-0.441983825181282	0.5750536001417019	0.9366424383754914	1	FALSE	FALSE
HALLMARK_E2F_TARGETS	tumor_descriptor	Progressive-Deceased	0	0.1846388307644638	-0.5781392382277741	0.9474168997567018	0.8015560840759459	1	FALSE	FALSE
HALLMARK_E2F_TARGETS	tumor_descriptor	Progressive-Diagnosis	0	0.11810394328425385	-0.5946001743946135	0.8308080609631213	0.9006324292718123	1	FALSE	FALSE
