hallmark_name	term	comparison	null.value	pathway_score_difference	conf.low	conf.high	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	tumor_descriptor	Diagnosis-Deceased	0	0.10880057278717631	-0.5337782214585651	0.7513793670329179	0.8742502243190781	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	tumor_descriptor	Progressive-Deceased	0	0.43263780332211244	-0.35435727939535067	1.2196328860395755	0.2997660949883748	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	tumor_descriptor	Progressive-Diagnosis	0	0.32383723053493607	-0.3187415637108054	0.9664160247806776	0.35391515477340707	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	tumor_descriptor	Diagnosis-Progressive	0	0.015547367913610333	-0.12100586797857232	0.152100603805793	0.9404212927743142	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	tumor_descriptor	Deceased-Progressive	0	0.22517787504013842	0.057934999709261886	0.392420750371015	0.01312697589415901	0.6563487947079505	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	tumor_descriptor	Deceased-Diagnosis	0	0.2096305071265281	0.07307727123434543	0.34618374301871074	0.006690840555663935	0.33454202778319675	TRUE	FALSE
HALLMARK_ANDROGEN_RESPONSE	tumor_descriptor	Diagnosis-Deceased	0	0.06516618164398619	-0.28855046068751683	0.4188828239754892	0.8533919695543167	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	tumor_descriptor	Progressive-Deceased	0	0.3090734817888001	-0.12413916183256118	0.7422861254101614	0.1591211085826051	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	tumor_descriptor	Progressive-Diagnosis	0	0.24390730014481396	-0.10980934218668906	0.597623942476317	0.1749950840552934	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	tumor_descriptor	Diagnosis-Progressive	0	0.21048823508689762	-0.062127239288361	0.48310370946215625	0.125711326336581	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	tumor_descriptor	Deceased-Progressive	0	0.5695214477465805	0.23563704364349736	0.9034058518496637	0.003771228170941665	0.18856140854708325	TRUE	FALSE
HALLMARK_ANGIOGENESIS	tumor_descriptor	Deceased-Diagnosis	0	0.3590332126596829	0.08641773828442428	0.6316486870349416	0.014635197251459342	0.7317598625729671	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	tumor_descriptor	Diagnosis-Progressive	0	0.029501037511643763	-0.12857443440390584	0.18757650942719337	0.849944145368963	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	tumor_descriptor	Deceased-Progressive	0	0.22074649437014643	0.027144370848771887	0.414348617891521	0.02870058653674512	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	tumor_descriptor	Deceased-Diagnosis	0	0.1912454568585027	0.03316998494295309	0.3493209287740523	0.021927569558451987	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	tumor_descriptor	Deceased-Progressive	0	0.057387334337745094	-0.3458315763121368	0.4606062449876269	0.9089171951317638	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	tumor_descriptor	Diagnosis-Progressive	0	0.07259251446284122	-0.2566343474481896	0.401819376373872	0.7986317202278919	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	tumor_descriptor	Diagnosis-Deceased	0	0.015205180125096127	-0.31402168178593465	0.34443204203612693	0.9898672399383783	1	FALSE	FALSE
HALLMARK_APOPTOSIS	tumor_descriptor	Progressive-Diagnosis	0	0.05127309839731592	-0.3274757278346197	0.43002192462925154	0.9171177152419226	1	FALSE	FALSE
HALLMARK_APOPTOSIS	tumor_descriptor	Deceased-Diagnosis	0	0.12702597264901377	-0.25172285358292185	0.5057747988809493	0.6069613716641697	1	FALSE	FALSE
HALLMARK_APOPTOSIS	tumor_descriptor	Deceased-Progressive	0	0.07575287425169785	-0.38811780822144953	0.5396235567248453	0.8823340374817953	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	tumor_descriptor	Diagnosis-Deceased	0	0.020827525211569053	-0.32428680817800104	0.36594185860113915	0.9827786983683666	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	tumor_descriptor	Progressive-Deceased	0	0.07038039095286472	-0.3522966189097383	0.4930574008154677	0.8780493382908936	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	tumor_descriptor	Progressive-Diagnosis	0	0.049552865741295665	-0.2955614676482744	0.3946671991308658	0.9073955740570385	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	tumor_descriptor	Diagnosis-Deceased	0	0.14892870034101424	-0.42963089233998986	0.7274882930220183	0.7386651536647274	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	tumor_descriptor	Progressive-Deceased	0	0.3758505923429074	-0.3327373015875592	1.084438486273374	0.32177312053664064	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	tumor_descriptor	Progressive-Diagnosis	0	0.22692189200189317	-0.35163770067911093	0.8054814846828973	0.5138095499031227	1	FALSE	FALSE
HALLMARK_COAGULATION	tumor_descriptor	Progressive-Diagnosis	0	0.022972458156260367	-0.2065579832555789	0.2525028995680996	0.9535495205830214	1	FALSE	FALSE
HALLMARK_COAGULATION	tumor_descriptor	Deceased-Diagnosis	0	0.40551112413382856	0.1759806827219893	0.6350415655456678	0.0030975129780257404	0.15487564890128702	TRUE	FALSE
HALLMARK_COAGULATION	tumor_descriptor	Deceased-Progressive	0	0.3825386659775682	0.10142243503017045	0.6636548969249659	0.012452139949610475	0.6226069974805237	FALSE	FALSE
