hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	1.5048404886300892	0.28600413599059377	1	FALSE
HALLMARK_ALLOGRAFT_REJECTION	11.365859813013753	0.0063324685215989775	0.31662342607994887	FALSE
HALLMARK_ANDROGEN_RESPONSE	2.6503410406147236	0.13902437807365745	1	FALSE
HALLMARK_ANGIOGENESIS	13.132890748750587	0.00427416302528944	0.21370815126447198	FALSE
HALLMARK_APICAL_JUNCTION	7.454134053801406	0.01843804944591179	0.9219024722955895	FALSE
HALLMARK_APICAL_SURFACE	0.21120863815520136	0.8145811555460241	1	FALSE
HALLMARK_APOPTOSIS	0.5000809673222021	0.6266101388386615	1	FALSE
HALLMARK_BILE_ACID_METABOLISM	0.13225632473188403	0.8782546237647385	1	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.25163875324126	0.3429937451932176	1	FALSE
HALLMARK_COAGULATION	14.075519709733955	0.003524191823064893	0.17620959115324464	FALSE
HALLMARK_COMPLEMENT	10.026064329177158	0.008813290496490054	0.4406645248245027	FALSE
HALLMARK_DNA_REPAIR	6.0916158876149895	0.02935059642687603	1	FALSE
HALLMARK_E2F_TARGETS	15.67402586354319	0.002598612805566575	0.12993064027832874	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	7.253234797772233	0.019672121794617362	0.9836060897308682	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	4.85415763246148	0.04759691728531027	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	2.537330720111518	0.148347684303965	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	3.3190783932058223	0.09687199952466151	1	FALSE
HALLMARK_G2M_CHECKPOINT	50.281180562666215	7.031241191497721e-5	0.0035156205957488605	TRUE
HALLMARK_GLYCOLYSIS	1.1319521833420743	0.37502819463947074	1	FALSE
HALLMARK_HEDGEHOG_SIGNALING	1.3055146469611416	0.3297224260724292	1	FALSE
HALLMARK_HEME_METABOLISM	0.4010683130772099	0.6840623863139061	1	FALSE
HALLMARK_HYPOXIA	4.306728028008103	0.06033877398909286	1	FALSE
HALLMARK_IL2_STAT5_SIGNALING	4.660928586847399	0.05165943284685508	1	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	10.866873400645263	0.007136252831736237	0.35681264158681186	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	15.403839797226054	0.0027309456472416954	0.13654728236208477	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.9518407343335492	0.4308732067146001	1	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	1.7822590662422775	0.2367931937225559	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	4.066173149636115	0.06732419822450617	1	FALSE
HALLMARK_KRAS_SIGNALING_UP	11.151757748895342	0.00666229873081301	0.3331149365406505	FALSE
HALLMARK_MITOTIC_SPINDLE	13.281090705679919	0.004143501574451713	0.20717507872258564	FALSE
HALLMARK_MTORC1_SIGNALING	2.7282644316670206	0.1330311987987483	1	FALSE
HALLMARK_MYC_TARGETS_V1	4.667395344222298	0.051516414816068244	1	FALSE
HALLMARK_MYC_TARGETS_V2	9.10523389512741	0.011280022739511467	0.5640011369755733	FALSE
HALLMARK_MYOGENESIS	38.249949217359344	1.705855832597237e-4	0.008529279162986184	TRUE
HALLMARK_NOTCH_SIGNALING	5.925601475646534	0.03120012962695493	1	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.9446045906612492	0.11804597622416309	1	FALSE
HALLMARK_P53_PATHWAY	0.4569713543555536	0.650830628908701	1	FALSE
HALLMARK_PANCREAS_BETA_CELLS	0.5481658242819831	0.600944169351624	1	FALSE
HALLMARK_PEROXISOME	2.4277885649609017	0.15816620303494405	1	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.5808825027955722	0.27130083091508383	1	FALSE
HALLMARK_PROTEIN_SECRETION	2.5524071395601013	0.1470583480373289	1	FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.16052537415522666	0.8547442333003025	1	FALSE
HALLMARK_SPERMATOGENESIS	7.574686190155942	0.01774508784993704	0.887254392496852	FALSE
HALLMARK_TGF_BETA_SIGNALING	0.047109007269682084	0.954283209068495	1	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	5.1554731920356875	0.042045575435470904	1	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	5.247804067570797	0.04051272817372396	1	FALSE
HALLMARK_UV_RESPONSE_DN	2.416098512074629	0.15926277020633203	1	FALSE
HALLMARK_UV_RESPONSE_UP	0.5624234898281083	0.5935946440566998	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	2.008262492464354	0.20449700739573276	1	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	0.8869283019410498	0.4536033751036551	1	FALSE
