hallmark_name	term	comparison	null.value	pathway_score_difference	conf.low	conf.high	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	tumor_descriptor	Diagnosis-Deceased	0	0.3012348543757462	0.03874183525836555	0.5637278734931268	0.02573614234384125	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	tumor_descriptor	Progressive-Deceased	0	0.4255136416839376	0.11492771296291426	0.736099570404961	0.009543237990736642	0.4771618995368321	TRUE	FALSE
HALLMARK_ADIPOGENESIS	tumor_descriptor	Progressive-Diagnosis	0	0.12427878730819142	-0.16326790820825704	0.4118254828246399	0.4879470211972404	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	tumor_descriptor	Deceased-Diagnosis	0	0.07477673096843718	-0.06050601943886311	0.21005948137573746	0.32504073325644944	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	tumor_descriptor	Progressive-Diagnosis	0	0.11857848622576883	-0.0296163418530703	0.26677331430460793	0.12064364249645343	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	tumor_descriptor	Progressive-Deceased	0	0.043801755257331654	-0.11626695368001644	0.20387046419467975	0.7403715708037564	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	tumor_descriptor	Diagnosis-Deceased	0	0.2448872544462177	0.003055173432644831	0.48671933545979057	0.047244405420821645	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	tumor_descriptor	Progressive-Deceased	0	0.37499594828349403	0.08885637120563267	0.6611355253613553	0.012413471397544451	0.6206735698772226	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	tumor_descriptor	Progressive-Diagnosis	0	0.1301086938372763	-0.13480507796182506	0.39502246563637766	0.40334134035893066	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	tumor_descriptor	Progressive-Diagnosis	0	0.13354382663322234	-0.4441729339589299	0.7112605872253746	0.8054013419647763	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	tumor_descriptor	Deceased-Diagnosis	0	0.3097027451664987	-0.2176780908753902	0.8370835812083877	0.2861495034191639	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	tumor_descriptor	Deceased-Progressive	0	0.17615891853327634	-0.4478465018870422	0.800164338953595	0.7266565027983221	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	tumor_descriptor	Deceased-Diagnosis	0	0.009886466635941116	-0.22129671883544638	0.2410696521073286	0.9924576766146633	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	tumor_descriptor	Progressive-Diagnosis	0	0.06308810888226987	-0.19016038231488916	0.3163366000794289	0.7784524850306284	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	tumor_descriptor	Progressive-Deceased	0	0.05320164224632876	-0.22033799170564014	0.3267412761982977	0.8570912137330612	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	tumor_descriptor	Deceased-Diagnosis	0	0.057125583581327716	-0.1514683927086969	0.2657195598713523	0.7400298228110275	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	tumor_descriptor	Progressive-Diagnosis	0	0.19477584683268157	-0.03372740551480699	0.42327909918017015	0.09622174743440814	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	tumor_descriptor	Progressive-Deceased	0	0.13765026325135382	-0.10916145794980123	0.3844619844525089	0.3192161423965285	1	FALSE	FALSE
HALLMARK_APOPTOSIS	tumor_descriptor	Deceased-Diagnosis	0	7.000405620967119e-4	-0.28381911760034056	0.285219198724534	0.9999749193298159	1	FALSE	FALSE
HALLMARK_APOPTOSIS	tumor_descriptor	Progressive-Diagnosis	0	0.17388428763474412	-0.1377908343011499	0.48555940957063815	0.31899642365596004	1	FALSE	FALSE
HALLMARK_APOPTOSIS	tumor_descriptor	Progressive-Deceased	0	0.1731842470726474	-0.16346336082921603	0.5098318549745109	0.37242332305070713	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	tumor_descriptor	Diagnosis-Deceased	0	8.142067910305584e-4	-0.20599941738674404	0.20762783096880516	0.9999357879355857	1	FALSE	FALSE
