hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	14.605845384814641	5.674066046163938e-8	2.837033023081969e-6	TRUE
HALLMARK_ALLOGRAFT_REJECTION	4.0989083073728265	0.008641326074017703	0.43206630370088517	FALSE
HALLMARK_ANDROGEN_RESPONSE	8.444127936944087	4.635111051996386e-5	0.0023175555259981927	TRUE
HALLMARK_ANGIOGENESIS	1.860770476981673	0.14104043978311784	1	FALSE
HALLMARK_APICAL_JUNCTION	3.4242792859755906	0.02005710160504633	1	FALSE
HALLMARK_APICAL_SURFACE	1.6536874472054415	0.18181075404718985	1	FALSE
HALLMARK_APOPTOSIS	5.895976621980275	9.483937044977775e-4	0.047419685224888874	FALSE
HALLMARK_BILE_ACID_METABOLISM	19.20700589193993	6.23217788020524e-10	3.1160889401026205e-8	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	4.807869734170242	0.0035895638951514526	0.17947819475757262	FALSE
HALLMARK_COAGULATION	1.5301872449489347	0.21128043937677735	1	FALSE
HALLMARK_COMPLEMENT	2.053845566779373	0.11111287215155645	1	FALSE
HALLMARK_DNA_REPAIR	12.808110988301216	3.6919948302315637e-7	1.845997415115782e-5	TRUE
HALLMARK_E2F_TARGETS	3.5287776953796097	0.017599711829915123	0.8799855914957562	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.165276620288071	0.326831847656458	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	3.3796145755392217	0.021209910038560133	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	2.420661121012315	0.0704096725646995	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	12.224048127856598	6.882337733560499e-7	3.44116886678025e-5	TRUE
HALLMARK_G2M_CHECKPOINT	3.478848482524352	0.018733660889464546	0.9366830444732274	FALSE
HALLMARK_GLYCOLYSIS	5.747227820029779	0.0011360874183920786	0.05680437091960393	FALSE
HALLMARK_HEDGEHOG_SIGNALING	0.7547851877430396	0.522096117027899	1	FALSE
HALLMARK_HEME_METABOLISM	9.909111957540464	8.731878323356352e-6	4.365939161678176e-4	TRUE
HALLMARK_HYPOXIA	0.5722568193288691	0.6345522142656151	1	FALSE
HALLMARK_IL2_STAT5_SIGNALING	3.7338799185693916	0.013620837556424115	0.6810418778212057	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	3.9619931814452776	0.010247687352784791	0.5123843676392396	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	1.279895445463095	0.28539951385728907	1	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	4.085057610215339	0.008791567738999697	0.43957838694998486	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	3.1641450586661595	0.027776678587472896	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	3.764175629331182	0.013115280057230718	0.6557640028615359	FALSE
HALLMARK_KRAS_SIGNALING_UP	2.815917298761341	0.0429584127932818	1	FALSE
HALLMARK_MITOTIC_SPINDLE	9.024501018549172	2.378718473525536e-5	0.001189359236762768	TRUE
HALLMARK_MTORC1_SIGNALING	5.068626992129207	0.002603885988401421	0.13019429942007105	FALSE
HALLMARK_MYC_TARGETS_V1	3.1444655385592477	0.028469667600899955	1	FALSE
HALLMARK_MYC_TARGETS_V2	3.6540918462417564	0.01504814628046736	0.752407314023368	FALSE
HALLMARK_MYOGENESIS	1.2649605867774267	0.2905106539776271	1	FALSE
HALLMARK_NOTCH_SIGNALING	12.45948503221116	5.349733874555271e-7	2.6748669372776356e-5	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	8.217240479355594	6.0286759464436806e-5	0.00301433797322184	TRUE
HALLMARK_P53_PATHWAY	8.297305381261475	5.4938678273958004e-5	0.0027469339136979003	TRUE
HALLMARK_PANCREAS_BETA_CELLS	3.6813356158378476	0.014544619255832236	0.7272309627916118	FALSE
HALLMARK_PEROXISOME	18.15268288293697	1.693996136364839e-9	8.469980681824195e-8	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	8.901449880366313	2.738371174653406e-5	0.001369185587326703	TRUE
HALLMARK_PROTEIN_SECRETION	17.639617432194825	2.7751966730613656e-9	1.387598336530683e-7	TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.6666806462344383	0.05177816811917689	1	FALSE
HALLMARK_SPERMATOGENESIS	0.8576613484105072	0.4657432340711062	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	10.40804677725289	5.000169702488526e-6	2.500084851244263e-4	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	1.1981334712221254	0.31442649512828297	1	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	6.15623247107943	6.922435987908385e-4	0.03461217993954192	FALSE
HALLMARK_UV_RESPONSE_DN	12.502470240187328	5.109900508959539e-7	2.5549502544797696e-5	TRUE
HALLMARK_UV_RESPONSE_UP	2.971287574874454	0.0353643524188577	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	5.192144843260451	0.0022375300495363444	0.11187650247681721	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	7.097727276213995	2.243488278515432e-4	0.01121744139257716	FALSE
