hallmark_name	comparison	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	Diagnosis-Deceased	0.2075073621950691	0.2843830286584551	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Progressive-Deceased	0.23030731361751133	0.22589855572283546	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Recurrence-Deceased	0.3370145233243233	0.020082647071388182	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Second Malignancy-Deceased	0.29973111582490547	0.32571989677166757	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Unavailable-Deceased	0.26340743731680105	0.9499848052466298	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Progressive-Diagnosis	0.022799951422442226	0.9991603364554079	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Recurrence-Diagnosis	0.1295071611292542	0.3741904059025778	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Second Malignancy-Diagnosis	0.09222375362983634	0.9745956576119992	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Unavailable-Diagnosis	0.05590007512173196	0.9999605145921602	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Recurrence-Progressive	0.10670720970681197	0.6902212849951912	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Second Malignancy-Progressive	0.06942380220739411	0.993898684093762	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Unavailable-Progressive	0.03310012369928973	0.9999971670853156	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Second Malignancy-Recurrence	-0.03728340749941785	0.999711776458985	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Unavailable-Recurrence	-0.07360708600752222	0.9998523892411473	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Unavailable-Second Malignancy	-0.036323678508104376	0.9999966972864729	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Diagnosis-Deceased	-0.005950628672534541	0.9999986033039574	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Progressive-Deceased	0.03555371146913666	0.9929736120803125	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Recurrence-Deceased	0.017457729184724047	0.9997915468617053	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Second Malignancy-Deceased	0.1373014681437617	0.6455597971963132	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Unavailable-Deceased	0.268767731170303	0.6808842773946442	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Progressive-Diagnosis	0.0415043401416712	0.888105211527815	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Recurrence-Diagnosis	0.023408357857258588	0.9922796533251192	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Second Malignancy-Diagnosis	0.14325209681629625	0.3974432320270329	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Unavailable-Diagnosis	0.27471835984283755	0.621951907773021	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Recurrence-Progressive	-0.018095982284412615	0.998564290671031	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Second Malignancy-Progressive	0.10174775667462505	0.7738153096267265	1	FALSE	FALSE
