hallmark_name	comparison	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	Progressive-Diagnosis	0.03963365300973254	0.7736221441349943	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Progressive-Diagnosis	-0.045283502282389254	0.6350079407516689	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Progressive-Diagnosis	0.06841523766412608	0.5876403531065924	1	FALSE	FALSE
HALLMARK_ANGIOGENESIS	Progressive-Diagnosis	0.1093280995601737	0.6396098648874542	1	FALSE	FALSE
HALLMARK_APICAL_JUNCTION	Progressive-Diagnosis	0.01274212532293062	0.9063251878282617	1	FALSE	FALSE
HALLMARK_APICAL_SURFACE	Progressive-Diagnosis	0.014563988539207776	0.9059641690438304	1	FALSE	FALSE
HALLMARK_APOPTOSIS	Progressive-Diagnosis	-0.03633357124378524	0.7928346090807488	1	FALSE	FALSE
HALLMARK_BILE_ACID_METABOLISM	Progressive-Diagnosis	-0.04134925383802063	0.6753744861477304	1	FALSE	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	Progressive-Diagnosis	-0.099304514215698525	0.5131201585451286	1	FALSE	FALSE
HALLMARK_COAGULATION	Progressive-Diagnosis	-0.02173718835338666	0.8656376235396134	1	FALSE	FALSE
HALLMARK_COMPLEMENT	Progressive-Diagnosis	-0.02912597459982383	0.8342283417753479	1	FALSE	FALSE
HALLMARK_DNA_REPAIR	Progressive-Diagnosis	0.050250513472102826	0.7929580945350633	1	FALSE	FALSE
HALLMARK_E2F_TARGETS	Progressive-Diagnosis	0.16450022009148316	0.5983838806252819	1	FALSE	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Progressive-Diagnosis	0.06449148061873863	0.7728545979284611	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	Progressive-Diagnosis	-0.03154740917111523	0.756059624223704	1	FALSE	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	Progressive-Diagnosis	-0.05976268554036544	0.6241809396301237	1	FALSE	FALSE
HALLMARK_FATTY_ACID_METABOLISM	Progressive-Diagnosis	1.9244190025838326e-4	0.9988459667198601	1	FALSE	FALSE
HALLMARK_G2M_CHECKPOINT	Progressive-Diagnosis	0.2447048297486426	0.44988594280090366	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Progressive-Diagnosis	0.10881192156466933	0.4943427932194331	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Progressive-Diagnosis	0.11280421248465414	0.3587048267136137	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Progressive-Diagnosis	0.02004746733635339	0.8281776225924503	1	FALSE	FALSE
HALLMARK_HYPOXIA	Progressive-Diagnosis	0.04387358462468853	0.7599663991210606	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Progressive-Diagnosis	-0.022539622157158552	0.8962839768137816	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Progressive-Diagnosis	-0.12293985679371378	0.5433704274458013	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Progressive-Diagnosis	-0.07126142276164935	0.722408271658207	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Progressive-Diagnosis	-0.025995124076989923	0.8892476957374257	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Progressive-Diagnosis	6.506504738118535e-5	0.9996804321907935	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Progressive-Diagnosis	0.019290169449770942	0.7695331969877485	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	Progressive-Diagnosis	0.04155853245250382	0.7197991781622768	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	Progressive-Diagnosis	0.25597417880519496	0.10668473193296091	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	Progressive-Diagnosis	0.17607831739244165	0.4397715372988802	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V1	Progressive-Diagnosis	0.1186998441098972	0.6424328408731204	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V2	Progressive-Diagnosis	0.08829747403945895	0.7934784028839981	1	FALSE	FALSE
HALLMARK_MYOGENESIS	Progressive-Diagnosis	-0.08503114573105676	0.5217949363648221	1	FALSE	FALSE
HALLMARK_NOTCH_SIGNALING	Progressive-Diagnosis	-0.09771644222442755	0.5210962667211625	1	FALSE	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	Progressive-Diagnosis	0.15454510187204532	0.4797115835251238	1	FALSE	FALSE
HALLMARK_P53_PATHWAY	Progressive-Diagnosis	-0.026407695735343364	0.8447758726520935	1	FALSE	FALSE
HALLMARK_PANCREAS_BETA_CELLS	Progressive-Diagnosis	0.13799571850131798	0.013396458098509534	0.6698229049254767	FALSE	FALSE
HALLMARK_PEROXISOME	Progressive-Diagnosis	0.07477854663644799	0.5620433168406184	1	FALSE	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	Progressive-Diagnosis	0.05946602999403205	0.7212076985521044	1	FALSE	FALSE
HALLMARK_PROTEIN_SECRETION	Progressive-Diagnosis	0.1323067596070951	0.47180916220436153	1	FALSE	FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Progressive-Diagnosis	0.04883193624471993	0.7748635665422295	1	FALSE	FALSE
HALLMARK_SPERMATOGENESIS	Progressive-Diagnosis	0.09594156372696126	0.19022344225900267	1	FALSE	FALSE
HALLMARK_TGF_BETA_SIGNALING	Progressive-Diagnosis	0.0017609964313571869	0.9877626084899355	1	FALSE	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	Progressive-Diagnosis	-0.1461839198556194	0.4717163295490403	1	FALSE	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Progressive-Diagnosis	0.15972873216314165	0.5180096455637369	1	FALSE	FALSE
HALLMARK_UV_RESPONSE_DN	Progressive-Diagnosis	0.13814300903100557	0.21142757377419197	1	FALSE	FALSE
HALLMARK_UV_RESPONSE_UP	Progressive-Diagnosis	0.0040673621696434015	0.9718378895559678	1	FALSE	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	Progressive-Diagnosis	0.05721879363750886	0.5906889885959126	1	FALSE	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	Progressive-Diagnosis	-0.057537979752352315	0.6792685676322583	1	FALSE	FALSE
