hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	2.2422112279882653	0.05409414255619919	1	FALSE
HALLMARK_ALLOGRAFT_REJECTION	1.276129461211104	0.2783105904737145	1	FALSE
HALLMARK_ANDROGEN_RESPONSE	0.98660850141872	0.4286937474556861	1	FALSE
HALLMARK_ANGIOGENESIS	1.176327114151182	0.3245012291692871	1	FALSE
HALLMARK_APICAL_JUNCTION	0.8220798864616271	0.5361651564963482	1	FALSE
HALLMARK_APICAL_SURFACE	1.6700646911047683	0.14656075102437838	1	FALSE
HALLMARK_APOPTOSIS	0.7193986183883163	0.6100353214725627	1	FALSE
HALLMARK_BILE_ACID_METABOLISM	2.1520569099780302	0.06351783291648808	1	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	1.3186780283532533	0.260344629295114	1	FALSE
HALLMARK_COAGULATION	0.7838128018301952	0.5631779511359736	1	FALSE
HALLMARK_COMPLEMENT	0.7182811439233218	0.6108615621912202	1	FALSE
HALLMARK_DNA_REPAIR	1.4098514661957582	0.22513806825611002	1	FALSE
HALLMARK_E2F_TARGETS	0.6657316157165708	0.6501237960627981	1	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	1.1952297569563834	0.31530643841246603	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.9181611849631518	0.4715748594395174	1	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	0.9051562839465769	0.4800263875843188	1	FALSE
HALLMARK_FATTY_ACID_METABOLISM	2.307045466055295	0.04816371385882921	1	FALSE
HALLMARK_G2M_CHECKPOINT	0.5322704127100844	0.7514981447245282	1	FALSE
HALLMARK_GLYCOLYSIS	0.9642650948057195	0.4423908939518624	1	FALSE
HALLMARK_HEDGEHOG_SIGNALING	1.5597517220193835	0.17623209877423562	1	FALSE
HALLMARK_HEME_METABOLISM	1.066939389353467	0.38191853339560605	1	FALSE
HALLMARK_HYPOXIA	1.06807498223108	0.3812852713567149	1	FALSE
HALLMARK_IL2_STAT5_SIGNALING	0.6874124165492352	0.6338357720636318	1	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	1.119762206039559	0.353290165219923	1	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	0.7576085784191624	0.5820461769261636	1	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.8334787222263638	0.5282522248135291	1	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.8762239067062834	0.4991642098435659	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	2.8716756061956596	0.01722731260419743	0.8613656302098714	FALSE
HALLMARK_KRAS_SIGNALING_UP	0.4199054244870081	0.8341690077563056	1	FALSE
HALLMARK_MITOTIC_SPINDLE	0.7324869028650591	0.6003891542394573	1	FALSE
HALLMARK_MTORC1_SIGNALING	0.6132185794719555	0.6899330953943716	1	FALSE
HALLMARK_MYC_TARGETS_V1	0.593352410617081	0.7050651059652355	1	FALSE
HALLMARK_MYC_TARGETS_V2	0.35295961068625403	0.8795392390948178	1	FALSE
HALLMARK_MYOGENESIS	0.5261386478868523	0.7561308072113556	1	FALSE
HALLMARK_NOTCH_SIGNALING	1.8969975997208985	0.09940101853264272	1	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.8833609663395747	0.01686051970000404	0.8430259850002019	FALSE
HALLMARK_P53_PATHWAY	0.6697778156317087	0.6470757982862404	1	FALSE
HALLMARK_PANCREAS_BETA_CELLS	1.519707941090783	0.18827426807391587	1	FALSE
HALLMARK_PEROXISOME	2.284681985185582	0.050134825389243305	1	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.0678470116480128	0.38141233609155994	1	FALSE
HALLMARK_PROTEIN_SECRETION	1.5655880868406042	0.1745357853876243	1	FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.5315704816386445	0.7520273644812913	1	FALSE
HALLMARK_SPERMATOGENESIS	2.1920849914240317	0.05915426758684386	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	0.7181321832148709	0.6109717317592187	1	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.6428653664646818	0.6674088743290525	1	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.29955234008335696	0.9123119609671071	1	FALSE
HALLMARK_UV_RESPONSE_DN	1.586553158390004	0.16856274969750035	1	FALSE
HALLMARK_UV_RESPONSE_UP	0.9711175498131669	0.43815878715609946	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	1.7100949458645947	0.13697195682444907	1	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	0.4724773644250553	0.7961992514834364	1	FALSE
